Title,Authors,PMID,Journal,Date
"Colorectal carcinoma in pediatric patients: A comparison with adult tumors, treatment and outcomes from the National Cancer Database.","Poles GC, Clark DE, Mayo SW, Beierle EA, Goldfarb M, Gow KW, Goldin A, Doski JJ, Nuchtern JG, Vasudevan SA, Langer M.",26703433,J PediatrSurg,2016 Jul
Cystic fibrosis and portal hypertension: Distal splenorenal shunt can prevent the need for future liver transplant.,"Lemoine C, Lokar J, McColley SA, Alonso EM, Superina R.",30792095,J PediatrSurg,2019 May
Environmental impact of telehealth use for pediatric surgery.,"Cockrell HC, Maine RG, Hansen EE, Mehta K, Salazar DR, Stewart BT, Greenberg SLM.",35918239,J PediatrSurg,2022 Dec
Staged repair of proximal hypospadias: Reporting outcome of staged tubularized autograft repair (STAG).,"Badawy H, Dawood W, Soliman AS, Fahmy A, Mahfouz W, Moussa A, Assem A, Aboulfotouh Eid A, Elsayed S, Gawan A, Hanno A, Youssef M.",32854924,J PediatrSurg,2020 Dec
Pediatric inguinal and scrotal surgery - Practice patterns in U.S. academic centers.,"Chan YY, Durbin-Johnson B, Kurzrock EA.",27567307,J PediatrSurg,2016 Nov
The Cost Impact of Telehealth Interventions in Pediatric Surgical Specialties: A Systematic Review.,"Jungbauer WN Jr, Gudipudi R, Brennan E, Melvin CL, Pecha PP.",36379748,J PediatrSurg,2023 Aug
The effects of early anesthesia on neurodevelopment: A systematic review.,"Grabowski J, Goldin A, Arthur LG, Beres AL, Guner YS, Hu YY, Kawaguchi AL, Kelley-Quon LI, McAteer JP, Miniati D, Renaud EJ, Ricca R, Slidell MB, Smith CA, Sola JE, Sømme S, Downard CD, Gosain A, Valusek P, St Peter SD, Jagannathan N', Dasgupta R.",33509654,J PediatrSurg,2021 May
Application of Delayed Repeated Enema With Sedation in Pediatric Intussusception: A Single Center Retrospective Study.,"Shen Q, Wang D, Liu T, Wang L, Li S, Chen L, Huang L.",38981832,J PediatrSurg,2024 Sep
"""Reading the room:"" A qualitative analysis of pediatric surgeons' approach to clinical counseling.","Carlisle EM, Shinkunas LA, Lieberman MT, Hoffman RM, Reisinger HS.",35973862,J PediatrSurg,2023 Mar
Efficacy of Bleomycin-Lauromacrogol Foam in Pediatric Macrocystic Lymphatic Malformations With and Without Intracapsular Hemorrhage.,"Wang Q, Wu YX, Zhang MX, Song DQ, Su BL, Li SM, Shan WY, Liu ZJ, Luo CF, Yu LJ.",38368195,J PediatrSurg,2024 Jun
Contemporary Trends in Cardiac Surgical Care for Trisomy 13 and 18 Patients Admitted to Hospitals in the United States.,"Greenberg JW, Kulshrestha K, Ramineni A, Winlaw DS, Lehenbauer DG, Zafar F, Cooper DS, Morales DLS.",38340889,J Pediatr,2024 May
Multicystic dysplastic kidney - treat each case on its merits.,"Faruque A, Narayanan S, Marley I, Lai C, Khosa J, Barker A, Samnakay N.",31987520,J PediatrSurg,2020 Nov
Comprehensive renal function evaluation in patients treated for synchronous bilateral Wilms tumor.,"Interiano RB, McCarville MB, Santos ND, Mao S, Wu J, Dome JS, Kieran K, Williams MA, Brennan RC, Krasin MJ, Green DM, Davidoff AM.",27856008,J PediatrSurg,2017 Jan
Pediatric surgery milestones 2.0: A primer.,"Alaish SM, Arca MJ, Bucher BT, Cooney C, Diesen DL, Ehrlich PF, Gaines BA, Griggs CL, Javid PJ, Krishnaswami S, Middlesworth W, Wong CL, Edgar L.",35649748,J PediatrSurg,2022 Dec
Hepatoportoenterostomy surgery technique.,"de Carvalho NMN, Torres SM, Cavalcante JCB, Ximenes ACM, Junior JAL, da Silveira Moreira SO.",30442462,J PediatrSurg,2019 Aug
Variation in Adolescent Idiopathic Scoliosis Surgery : Implications for Improving Healthcare Value.,"Workman JK, Wilkes J, Presson AP, Xu Y, Heflin JA, Smith JT.",29426688,J Pediatr,2018 Apr
Outcomes of Kasai Portoenterostomy in Patients With Congenital Heart Disease: A Silent Comorbidity.,"O'Connor M, Martinez HR, Hoyos ME, Fraser CD, Well A.",40113036,J PediatrSurg,2025 Jun
Survival and Scoliosis Following Resection of Chest Wall Tumors in Children and Adolescents : A Single-center Retrospective Analysis.,"Saltsman JA, Danzer E, Hammond WJ, Rhee D, Berhe S, Monteagudo J, Price AP, Heaton TE, Jones DR, LaQuaglia MP.",31356260,Ann Surg,2021 Aug
The burden of attending a pediatric surgical clinic and family preferences toward telemedicine.,"Bator EX, Gleason JM, Lorenzo AJ, Kanaroglou N, Farhat WA, Bägli DJ, Koyle MA.",26195452,J PediatrSurg,2015 Oct
Network Analysis of Postoperative Surgical Complications in a Cohort of Children Reported to the National Surgical Quality Improvement Program: Pediatric.,"Alzubaidi AN, Karabayir I, Akbilgic O, Langham MR Jr.",33196492,Ann Surg,2022 Jun
Influence of discharge timing and diagnosis on outcomes of pediatric laparoscopic cholecystectomy.,"Cairo SB, Ventro G, Meyers HA, Rothstein DH.",29050888,Surgery,2017 Dec
Sedation practices during high dose rate brachytherapy for children with urogenital and perianal rhabdomyosarcoma.,"Michel J, Sauter L, Neunhoeffer F, Hofbeck M, Kumpf M, Paulsen F, Schmidt A, Fuchs J.",33189299,J PediatrSurg,2022 Jul
A multidisciplinary approach to management of abdominal lymphatic malformations.,"Zamora AK, Barry WE, Nowicki D, Ourshalimian S, Navid F, Miller JM, Zeinati C, Anselmo DM.",33526253,J PediatrSurg,2021 Aug
A Randomized Controlled Trial of Perioperative Education Via E-health Technology to Ensure High Quality Equitable Care: One-4-ALL Initiative.,"Acker SN, Meraz AI, Wilson SN, Mata C, Izere MF, Cooper E, Fingland S, Simmons H, Van Etten E, Diaz-Miron J, Kaar JL.",39954320,J PediatrSurg,2025 Apr
The role of surgical shunts in the treatment of pediatric portal hypertension.,"Cortez AR, Kassam AF, Jenkins TM, Nathan CJ, Nathan JD, Alonso MH, Ryckman FC, Tiao GM, Bondoc AJ.",31285046,Surgery,2019 Nov
A Single Center's Experience With Spinal Anesthesia for Pediatric Patients Undergoing Surgical Procedures.,"Heydinger G, Roth C, Kidwell R, Tobias JD, Veneziano G, Jayanthi VR, Whitaker EE, Thung AK.",38418274,J PediatrSurg,2024 Jun
Surgical treatment and major complications Within the first year of life in newborns with long-gap esophageal atresia gross type A and B - a systematic review.,"Stadil T, Koivusalo A, Svensson JF, Jönsson L, Lilja HE, Thorup JM, Sæter T, Stenström P, Qvist N.",31350044,J PediatrSurg,2019 Nov
Sclerotherapy for the management of rectal prolapse in children.,"Dolejs SC, Sheplock J, Vandewalle RJ, Landman MP, Rescorla FJ.",29103788,J PediatrSurg,2017 Oct
Reducing resource utilization for patients with uncomplicated appendicitis through use of same-day discharge and elimination of postoperative antibiotics.,"Devin CL, D'Cruz R, Linden AF, English S, Vinocur CD, Reichard KW, Berman L.",32482411,J PediatrSurg,2020 Dec
Statistical evaluation of diagnostic tests: A primer for pediatric surgeons.,"Staffa SJ, Zurakowski D.",29980347,J PediatrSurg,2019 Apr
Factors associated with neonatal ostomy complications.,"Lockhat A, Kernaleguen G, Dicken BJ, van Manen M.",26597393,J PediatrSurg,2016 Jul
Development of a 3D printed patient-specific neonatal brain simulation model using multimodality imaging for perioperative management.,"Wagner M, Werther T, Unger E, Kasprian G, Dovjak G, Dorfer C, Schned H, Steinbauer P, Goeral K, Olischar M, Roessler K, Berger A, Oberoi G.",33654283,Pediatr Res,2022 Jan
Trinitrobenzene sulfonic acid-induced intestinal injury in neonatal mice activates transcriptional networks similar to those seen in human necrotizing enterocolitis.,"MohanKumar K, Namachivayam K, Cheng F, Jiang RH, Flores-Torres J, Torres BA, Maheshwari A.",27656771,Pediatr Res,2017 Jan
Anorectal malformation & Hirschsprung's disease: A cross-sectional comparison of quality of life and bowel function to healthy controls.,"Nah SA, Ong CCP, Saffari SE, Ong LY, Yap TL, Low Y, Jacobsen AS.",28916047,J PediatrSurg,2018 Aug
A transition to discipline curriculum for pediatric surgery trainees: Evaluation of a pediatric surgery boot camp from 2017 to 2018.,"Blackmore C, Puligandla PS, Emil S, Romao R, Lopushinsky SR.",30786988,J PediatrSurg,2019 May
Molecular Genetics Augment Cytopathologic Evaluation and Surgical Planning of Pediatric Thyroid Nodules.,"Spaulding SL, Maayah M, Dinauer CA, Prasad M, Darbinyan A, Morotti R, Christison-Lagay ER.",38246817,J PediatrSurg,2024 May
A randomised control trial using soap in the prevention of surgical site infection in Tanzania.,"Philipo GS, Bokhary ZM, Bayyo NL, Bandyopadhyay S, Pueschel MG, Bakari RA, Lakhoo K.",36384935,J PediatrSurg,2023 Feb
Surgical synergy: Assessing care coordination in pediatric surgical referral programs.,"Donnelly C, Moriarty K, Raval MV, Ignacio RC, Durkin E, Whelchel JM, Reynolds E, Gow KW, Rich BS, Fisher JC.",40780424,J PediatrSurg,2025 Aug
Postnatal germ cell development during first 18 months of life in testes from boys with non-syndromic cryptorchidism and complete or partial androgen insensitivity syndrome.,"Li R, Azzollini D, Shen R, Thorup J, Clasen-Linde E, Cortes D, Hutson JM.",30739749,J PediatrSurg,2019 Aug
Splenic function is not maintained long-term after partial splenectomy in children with sickle cell disease.,"El-Gohary Y, Khan S, Hodgman E, Wynn L, Kimble A, Abdelhafeez A, Talbot L, Wang W, Davidoff AM, Murphy AJ.",31973928,J PediatrSurg,2020 Nov
Randomized Controlled Trial of Laparoscopic and Open Nissen Fundoplication in Children.,"Fyhn TJ, Knatten CK, Edwin B, Schistad O, Aabakken L, Kjosbakken H, Pripp AH, Emblem R, Bjørnland K.",26291953,Ann Surg,2015 Jun
Incidence of and risk factors for perioperative blood transfusion in infants undergoing index pediatric surgery procedures.,"Reppucci ML, Meier M, Stevens J, Shirek G, Kulungowski AM, Acker SN.",35264304,J PediatrSurg,2022 Jun
Tube cecostomy versus appendicostomy for antegrade enemas in the management of fecal incontinence in children : A systematic review.,"Mohamed H, Wayne C, Weir A, Partridge EA, Langer JC, Nasr A.",32037219,J PediatrSurg,2020 Jul
Oral feeding outcomes in infants with esophageal atresia and tracheoesophageal fistula.,"Lees MC, Bratu I, Yaskina M, van Manen M.",29519575,J PediatrSurg,2018 May
An investigation on clinical differences between congenital pulmonary airway malformation and bronchial atresia.,"Watanabe T, Ohno M, Tahara K, Tomonaga K, Fuchimoto Y, Fujino A, Hishiki T, Tsukamoto K, Ito Y, Sugibayashi R, Wada S, Sago H, Higuchi M, Kawasaki K, Yoshioka T, Kanamori Y.",30227995,J PediatrSurg,2018 Dec
Altered neurotransmitter expression profile in the ganglionic bowel in Hirschsprung's disease.,"Coyle D, O'Donnell AM, Gillick J, Puri P.",26951962,J PediatrSurg,2016 May
Removal of foreign bodies from the respiratory tract of young children : Treatment outcomes using newly developed foreign-body grasping forceps.,"Endoh M, Oizumi H, Kanauchi N, Kato H, Ota H, Suzuki J, Watarai H, Nakamura M, Sadahiro M.",27001457,J PediatrSurg,2016 Aug
Preliminary results of the use of carboxytherapy in the treatment of pathologic scars: A minimally invasive alternative.,"Delgado-Miguel C, Miguel-Ferrero M.",36641310,J PediatrSurg,2023 Apr
Prophylactic thyroidectomy in children with multiple endocrine neoplasia type 2.,"Prete FP, Abdel-Aziz T, Morkane C, Brain C, Kurzawinski TR; MEN2 in Children UK Collaborative Group.",29663329,Br J Surg,2018 Sep
Multi-modal 3-Dimensional Visualization of Pediatric Neuroblastoma: Aiding Surgical Planning Beyond Anatomical Information.,"Simons DC, Buser MAD, Fitski M, van de Ven CP, Ten Haken B, Wijnen MHWA, Tan CO, van der Steeg AFW.",38461108,J PediatrSurg,2024 Aug
Reevaluating Surgical Antibiotic Prophylaxis in Pediatric Pyloromyotomy: Insights From the NSQIP- Pediatric Database.,"Srivatsa S, Read M, Rachwal B, Zhang Y, Griffin K, Mansfield S, Van Arendonk K.",40306484,J PediatrSurg,2025 Jul
Anterior mediastinal masses - A multidisciplinary pathway for safe diagnostic procedures.,"Malik R, Mullassery D, Kleine-Brueggeney M, Atra A, Gour A, Sunderland R, Okoye B.",30503023,J PediatrSurg,2019 Feb
The Role of Chronic Conditions in Outcomes following Noncardiac Surgery in Children with Congenital Heart Disease.,"Valencia E, Staffa SJ, Faraoni D, Berry JG, DiNardo JA, Nasr VG.",35074311,J Pediatr,2022 May
Are pediatric surgery clinics LGBTQ+ inclusive?,"Wong WG, Curran P, Koetter P, Hoover T, Roden RC, Martin K.",34670677,J PediatrSurg,2022 Jan
Assessing the Safety of Overlapping Surgery at a Children 's Hospital.,"Hyder JA, Hanson KT, Storlie CB, Madde NR, Brown MJ, Kor DJ, Potter DD, Cima RR, Habermann EB.",29373366,Ann Surg,2018 Aug
Bedside laparotomy in newborns -A single institute experience.,"Herle K, Jayaram H, Deb M, Bothra J, Kannaiyan L, Waghmare M, Krithiga AJ.",33334555,J PediatrSurg,2021 Dec
Effectiveness of intraoperative nerve monitoring in reducing rates of recurrent laryngeal nerve injury in aerodigestive and cardiovascular pediatric surgery.,"Izadi S, Chiu MZ, Koo DC, Meisner J, Mohammed S, Demehri FR, Smithers J, Munoz C, Choi S, Zendejas B.",39294009,Surgery,2025 Feb
Prophylactic Indomethacin Revisited.,"Reese J, Shelton EL, Slaughter JC, McNamara PJ.",28396028,J Pediatr,2017 Jul
The Canadian Pediatric Surgery Workforce: A 10-year Prospective Assessment.,"Emil S, Langer JC, Blair G, Aspirot A, Brisseau G, Hancock BJ.",38395684,J PediatrSurg,2024 May
Necrotizing enterocolitis totalis: High mortality in the absence of an aggressive surgical approach.,"Dukleska K, Devin CL, Martin AE, Miller JM, Sullivan KM, Levy C, Prestowitz S, Flathers K, Vinocur CD, Berman L.",31040040,Surgery,2019 Jun
Validation of low-cost models for minimal invasive surgery training of congenital diaphragmatic hernia and esophageal atresia.,"Bökkerink GM, Joosten M, Leijte E, Lindeboom MY, de Blaauw I, Botden SM.",32646664,J PediatrSurg,2021 Mar
"Venous thromboembolism following inpatient pediatric surgery : Analysis of 153,220 patients.","Sherrod BA, McClugage SG 3rd, Mortellaro VE, Aban IB, Rocque BG.",30361075,J PediatrSurg,2019 Apr
Variation in Practice Surrounding Antegrade Colonic Enema Channel Placement.,"Kwon EG, Kreiss J, Nicassio L, Austin K, Avansino JR, Badillo A, Calkins CM, Crady RC, Dickie B, Durham MM, Frischer J, Fuller MK, Speck KE, Reeder RW, Rentea R, Rollins MD, Saadai P, Wood RJ, van Leeuwen KD, Smith CA, Rice-Townsend SE.",38760309,J PediatrSurg,2024 Aug
Risks of venous thrombosis and bleeding in critically ill adolescents after trauma or major surgery.,"Hanson SJ, Mahajerin A, Petty JK, Shabanova V, Faustino EVS.",32713711,J PediatrSurg,2021 Feb
Sexual function and lower urinary tract symptoms after minimally invasive endorectal pull-through in adolescent males with Hirschsprung disease.,"Hoel AT, Karlsen RA, Fosby MV, Bjørnland K.",36283850,J PediatrSurg,2023 Mar
The effect of Absolute Neutrophil Count (ANC) on early surgical site infection in Implanted Central Venous Catheter (ICVC).,"Youn JK, Jung K, Park T, Kim HY, Jung SE.",31753614,J PediatrSurg,2020 Jul
Predictors of gastrostomy placement in children with inherited metabolic diseases treated by umbilical cord blood transplantation.,"Gulack BC, Schweitzer M, Englum BR, Kuchibhatla M, Prasad VK, Adibe OO.",25783333,J PediatrSurg,2015 Jul
Creation of Three-dimensional Anatomic Models in Pediatric Surgical Patients Using Cross-sectional Imaging: A Demonstration of Low-cost Methods and Applications.,"Ryan ML, Knod JL, Pandya SR.",37981543,J PediatrSurg,2024 Mar
Outcomes of surgery for necrotizing enterocolitis and spontaneous intestinal perforation in Finland during 1986-2014.,"Karila K, Anttila A, Iber T, Pakarinen M, Koivusalo A.",30122449,J PediatrSurg,2018 Oct
Gender dysphoria and XX congenital adrenal hyperplasia: how frequent is it? Is male-sex rearing a good idea?,"de Jesus LE, Costa EC, Dekermacher S.",30905417,J PediatrSurg,2019 Nov
Racial Disparities in Failure to Rescue after Pediatric Heart Surgeries in the US.,"Alabbadi S, Rowe G, Gill G, Chikwe J, Egorova N.",37739060,J Pediatr,2024 Jan
Nationwide study of appendicitis in children.,"Omling E, Salö M, Saluja S, Bergbrant S, Olsson L, Persson A, Björk J, Hagander L.",31386195,Br J Surg,2019 Nov
Antimicrobial Stewardship in Neonates with Necrotizing Enterocolitis: A Quality Improvement Initiative.,"Pace D, Mack SJ, Chan S, Mumford SJ, Fuchs L, Shapiro C, Berman L.",37479571,J PediatrSurg,2023 Oct
The use of computed tomography versus clinical acumen in diagnosing appendicitis in children : A two-institution international study.,"El-Gohary Y, Molina M, Chang J, Dodd A, Miller E, Harrell C, Wang F, Zhang H, Davidoff AM, Fernandez-Pineda I, Murphy AJ, Huang EY.",33339568,J PediatrSurg,2021 Aug
Integrating Artificial Intelligence Into the Visualization and Modeling of Three-Dimensional Anatomy in Pediatric Surgical Patients.,"Ryan ML, Wang S, Pandya SR.",39095281,J PediatrSurg,2024 Dec
Pathologically assessed grade of Hirschsprung-associated enterocolitis in resected colon in children with Hirschsprung's disease predicts postoperative bowel function.,"Cheng S, Wang J, Pan W, Yan W, Shi J, Guan W, Wang Y, Cai W.",28385428,J PediatrSurg,2017 Nov
Microbiome and Growth in Infants with Congenital Heart Disease.,"Fundora MP, Calamaro CJ, Wu Y, Brown AM, St John A, Keiffer R, Xiang Y, Liu K, Gillespie S, Denning PW, Sanders-Lewis K, Seitter B, Bai J.",38944188,J Pediatr,2024 Nov
Outcome of primary repair in extremely and very low-birth-weight infants with esophageal atresia/distal tracheoesophageal fistula.,"Schmidt A, Obermayr F, Lieber J, Gille C, Fideler F, Fuchs J.",28554817,J PediatrSurg,2017 Oct
Epidemiology and Regional Variation in Additional Surgical Interventions for Children with Congenital Diaphragmatic Hernia: A Multi-institutional Analysis.,"Cimbak N, Perez JM, Akhondi-Asl A, Vitali SH, Mehta NM, Demehri FR, Dickie BH, Zalieckas JM.",39286897,Ann Surg,2024 Sep
"The Gender Gap in Pediatric Surgery : Barriers, Disparities, and the Way Forward.","Luz HL, Haehl J, Luz CF, Zundel S.",40680818,J PediatrSurg,2025 Oct
Living donor liver transplantation for small infants aged less than 6 months: The experience of a single institute.,"Yeh YT, Liu C, Tsai HL, Chen CY, Lin NC, Chang JW, Tsao PC, Lee YS, Hsia CY, Loong CC.",33840505,J PediatrSurg,2021 Jul
Anal canal and sphincter function in children with Hirschsprung disease after definitive surgery.,"Tan WS, Md Hasan Z, Sanmugam A, Singaravel S, Abdullah MY, Nah SA.",36384936,J PediatrSurg,2023 Feb
Comparison of Da Vinci Robotic-Assisted with Open Kasai Portoenterostomy for Biliary Atresia.,"Zheng Z, Li Y, Tang C, Gong Y, Huang L, Du Q, Xia X, Zhu D, Zhou W, Li Z, Wang W, Liu Y, Jin Z.",39299863,J PediatrSurg,2024 Dec
Comparison of total midgut volvulus and segmental volvulus in neonates.,"Chung JH, Kim W, Kim SY.",33008638,J PediatrSurg,2021 Aug
Age-Dependent Costs and Complications in Pediatric Umbilical Hernia Repair.,"Kohler JE, Cartmill RS, Yang DY, Fernandes-Taylor S, Greenberg CC.",32629008,J Pediatr,2020 Nov
Systematic review of mortality associated with neonatal primary staged closure of giant omphalocele.,"Barrios Sanjuanelo A, Abelló Munarriz C, Cardona-Arias JA.",32981659,J PediatrSurg,2021 Apr
The thyroid nodules in kids study (ThyNK study): An evaluation of clinical practice variation.,"Al Maawali A, Matheson C, Baird R, Blair G.",32081357,J PediatrSurg,2020 May
Accreditation Council for Graduate Medical Education (ACGME) Surgery Resident Operative Logs: The Last Quarter Century.,"Drake FT, Aarabi S, Garland BT, Huntington CR, McAteer JP, Richards MK, Zern NK, Gow KW.",28398961,Ann Surg,2017 May
Lower Urinary Tract Reconstruction for Ectopic Ureterocele: What Happens in the Long-term Follow-up?,"Oktar T, Selvi I, Kart M, Dönmez Mİ, Çetin B, Boyuk A, Ziylan O.",36241446,J PediatrSurg,2023 Aug
Paravertebral regional blocks decrease length of stay following surgery for pectus excavatum in children.,"Loftus PD, Elder CT, Russell KW, Spanos SP, Barnhart DC, Scaife ER, Skarda DE, Rollins MD, Meyers RL.",26577910,J PediatrSurg,2016 Jan
Outcomes From Colonic Pull-Through for Cloacal Exstrophy Differ by Colon Length: A Multi-Institutional Study.,"Srinivas S, Knaus ME, Avansino JR, Badillo A, Calkins CM, Dickie BH, Durham MM, Fuller MK, Ralls MW, Reeder RW, Rentea RM, Rollins MD, van Leeuwen K, Wood RJ; Pediatric Colorectal and Pelvic Learning Consortium.",37968156,J PediatrSurg,2024 Feb
Secondary overtriage in pediatric trauma: can unnecessary patient transfers be avoided?,"Goldstein SD, Van Arendonk K, Aboagye JK, Salazar JH, Michailidou M, Ziegfeld S, Lukish J, Stewart FD, Haut ER, Abdullah F.",25812448,J PediatrSurg,2015 Jun
Neuroprotective effects of Sonic hedgehog agonist SAG in a rat model of neonatal stroke.,"Nguyen V, Chavali M, Larpthaveesarp A, Kodali S, Gonzalez G, Franklin RJM, Rowitch DH, Gonzalez F.",33654279,Pediatr Res,2021 Dec
Sacrococcygeal teratoma: A population-based study of incidence and prenatal prognostic factors.,"Hambraeus M, Arnbjörnsson E, Börjesson A, Salvesen K, Hagander L.",26454470,J PediatrSurg,2016 Mar
Level of agreement on postoperative complications after one-stage hypospadias correction comparing medical records and parent reports.,"Dokter EM, Goosen EE, van der Zanden LF, Kortmann BB, de Gier RP, Roeleveld N, Feitz WF, van Rooij IA.",30850151,J PediatrSurg,2019 Sep
Suture techniques and patch materials using an in-vitro model for watertight closure of in-utero spina bifida repair.,"Vu T, Mann LK, Fletcher SA, Jain R, Garnett J, Tsao K, Austin MT, Moise KJ Jr, Johnson A, Shah MN, Papanna R.",31255327,J PediatrSurg,2020 Apr
Renal epithelial miR-205 expression correlates with disease severity in a mouse model of congenital obstructive nephropathy.,"Wilhide ME, Feller JD, Li B, Mohamed AZ, Becknell B, Jackson AR, McHugh KM, Ingraham SE.",27384406,Pediatr Res,2016 Oct
Healthcare Costs of Major Morbidities Associated with Prematurity in US Children 's Hospitals.,"Lai KC, Lorch SA.",36509157,J Pediatr,2023 May
Chest Wall Reconstruction in Pediatric Patients with Chest Wall Tumors: A Systematic Review.,"Theodorou CM, Lawrence YS, Brown EG.",36585305,J PediatrSurg,2023 Jul
Fistulizing Crohn's Disease Presenting After Surgery on a Perianal Lesion.,"Singer AA, Gadepalli SK, Eder SJ, Adler J.",26908665,Pediatrics,2016 Mar
Unwrapping Nephrogenic Rests and Nephroblastomatosis for Pediatric Surgeons: A Systematic Review Utilizing the PICO Model by the APSA Cancer Committee.,"Brown EG, Engwall-Gill AJ, Aldrink JH, Ehrlich PF, Fawcett A, Coakley BA, Rothstein DH, Rich BS, Glick RD, Baertschiger RM, Roach JP, Lautz TB.",37625940,J PediatrSurg,2023 Nov
Multidisciplinary management of congenital giant head and neck masses: Our experience and review of the literature.,"Gaffuri M, Torretta S, Iofrida E, Cantarella G, Borzani IM, Ciralli F, Calderini E, Leva E, Iurlaro E, Mosca F, Pignataro L.",30955589,J PediatrSurg,2019 Apr
Correlation of Genetic Mutation With Outcomes in Children With Hereditary Spherocytosis Undergoing Partial Splenectomy: A Multicentre Study.,"Ramjist JK, Dubljevic T, Lapidus-Krol E, Grace RF, Heeney MM, Oni MO, Towerman A, Davidoff A, Takemoto C, Brown RL, Brungardt J, Beaman M, Rice HE, Nichols S, Saadai P, Carcao M, Langer JC.",39999712,J PediatrSurg,2025 Apr
Debunking Myths of Gender Informed Care: What Every Pediatric Surgeon Should Know.,"Shah NR, Cockrell HC, Keller NE, Diaz-Miron J, Meckmongkol TT, Yu P, Englum B, Richards MK, Martin K.",37690870,J PediatrSurg,2023 Dec
Laparoscopic repair of inguinal hernia in infants : Comparison with open hernia repair.,"Ho IG, Ihn K, Koo EJ, Chang EY, Oh JT.",29477445,J PediatrSurg,2018 Oct
Long-term outcome after partial splenectomy compared to total splenectomy in children with spherocytosis.,"Tessier B, Bonnard A, Hery G, Mahe P, Rossignol G, Duchesne C, Varlet F, Belbahri I, Haffreingue A, Belgacem A, Dariel A, Lecompte JF, Ollivier M, Maillet O, Garnier S, Forgues D, Guibal MP, Bonnin Y, Jeziorski E, Molinari N, Kalfa N.",40774475,J PediatrSurg,2025 Aug
Audit of emergent and urgent surgery for acutely ill pediatric patients: is access timely?,"Chan G, Butterworth SA.",26947401,J PediatrSurg,2016 May
Quantitative impact of frenotomy on breastfeeding: a systematic review and meta-analysis.,"Cordray H, Raol N, Mahendran GN, Tey CS, Nemeth J, Sutcliffe A, Ingram J, Sharp WG.",37608056,Pediatr Res,2024 Jan
"Corrigendum to "" Child - and proxy-reported differences in patient-reported outcome and experience measures in pediatric surgery : Systematic review and meta-analysis"" [J Pediatr Surg 60 (2025) 162172].","Nafees Z, O'Neill S, Dimmer A, Guadagno E, Ferreira J, Mayo N, Poenaru D.",40701226,J PediatrSurg,2025 Jul
Outcomes and Risk Factors for Morbidity After Lung Hydatidosis Surgery in Children.,"Chaari Z, Ammar S, Ben Ayed A, Krichen E, Dammak A, Jdidi J, Hentati A, Mhiri R, Safi F, Frikha I.",39428093,J Pediatr,2025 Jan
Effects of hemodynamic alterations and oxygen saturation on cerebral perfusion in congenital heart disease.,"De Silvestro A, Natalucci G, Feldmann M, Hagmann C, Nguyen TD, Coraj S, Jakab A, Kottke R, Latal B, Knirsch W, Tuura R.",38438551,Pediatr Res,2024 Sep
Metabolic and Bariatric Surgery for Pediatric Patients With Severe Obesity.,"Bolling CF, Armstrong SC, Reichard KW, Michalsky MP; SECTION ON OBESITY, SECTION ON SURGERY.",31656226,Pediatrics,2019 Dec
The feasibility of adrenal-sparing surgery in bilateral adrenal neuroblastoma.,"Chui CH, Chang KTE.",32703624,J PediatrSurg,2020 Dec
Characteristics and outcomes of children with ductal-dependent congenital heart disease and esophageal atresia/tracheoesophageal fistula: A multi-institutional analysis.,"Puri K, Morris SA, Mery CM, Wang Y, Moffett BS, Heinle JS, Rodriguez JR, Shekerdemian LS, Cabrera AG.",29325785,Surgery,2018 Apr
H-type congenital tracheoesophageal fistula: Insights from 70 years of The Royal Children 's Hospital experience.,"Taghavi K, Tan Tanny SP, Hawley A, Brooks JA, Hutson JM, Teague WJ, King SK, Nightingale M.",32807528,J PediatrSurg,2021 Apr
Cost varies with procedure type in pediatric GI foreign bodies.,"Kennedy RS, Starker RA, Feldman KA, Tashiro J, Perez EA, Mendoza FG, Sola JE.",27637142,J PediatrSurg,2017 Mar
Use of quality improvement (QI) methodology to decrease length of stay (LOS) for newborns with uncomplicated gastroschisis.,"Mansfield SA, Ryshen G, Dail J, Gossard M, McClead R, Aldrink JH.",29291893,J PediatrSurg,2018 Aug
Summary of the British Association of Paediatric Surgeons 64th Annual Congress.,Davenport M.,29223664,J PediatrSurg,2018 Feb
Perinatal risk factors for infantile hypertrophic pyloric stenosis: A systematic review and meta-analysis.,"Obaid YY, Toubasi AA, Albustanji FH, Al-Qawasmeh AR.",36137827,J PediatrSurg,2023 Mar
Implementing a standardized gastroschisis protocol significantly increases the rate of primary sutureless closure without compromising closure success or early clinical outcomes.,"Joharifard S, Trudeau MO, Miyata S, Malo J, Bouchard S, Beaunoyer M, Brocks R, Lemoine C, Villeneuve A; Canadian Pediatric Surgery Network (CAPSNet).",34654548,J PediatrSurg,2022 Jan
Enrollment and reporting practices in pediatric general surgical randomized clinical trials: A systematic review and observational analysis.,"St-Louis E, Oosenbrug M, Landry T, Baird R.",29501236,J PediatrSurg,2018 May
Effective methods to decrease surgical site infections in pediatric gastrointestinal surgery.,"Nordin AB, Sales SP, Besner GE, Levitt MA, Wood RJ, Kenney BD.",29108847,J PediatrSurg,2017 Oct
Sleep Apnea in Children With Down Syndrome.,"Seither K, Helm BM, Heubi C, Swarr D, Suhrie KR.",36762410,Pediatrics,2023 Mar
